"date","time","username","name","tweet","replies_count","retweets_count","likes_count"
2019-02-07,"23:32:33","sugawitter","菅 義偉","平成31年2月8日(金)午後-内閣官房長官記者会見   https://t.co/9zLtdYQBIH  https://t.co/9zLtdYQBIH",16,18,89
2019-02-07,"23:15:44","sugawitter","菅 義偉","平成31年2月8日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・元号選定手続検討会議について ・児童虐待防止対策に関する関係閣僚会議について   https://t.co/Qfq42gbDAe  https://t.co/Qfq42gbDAe",2,22,107
2019-02-07,"00:06:10","sugawitter","菅 義偉","平成31年2月7日(木)午後-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/0T1DJBklVd  https://t.co/0T1DJBklVd",5,24,76
2019-02-07,"00:05:44","sugawitter","菅 義偉","平成31年2月7日(木)午前-内閣官房長官記者会見   https://t.co/TLe7ojZP8n  https://t.co/TLe7ojZP8n",2,12,58
2019-02-06,"00:04:20","sugawitter","菅 義偉","平成31年2月6日(水)午後-内閣官房長官記者会見   https://t.co/uXz45x5o4n  https://t.co/uXz45x5o4n",8,12,93
2019-02-06,"00:03:55","sugawitter","菅 義偉","平成31年2月6日(水)午前-内閣官房長官記者会見  [冒頭発言] ・厚生労働省「賃金構造基本統計調査」に対する総務省行政評価局による調査の実施について   https://t.co/RZVgUolIm8  https://t.co/RZVgUolIm8",2,15,77
2019-02-05,"00:08:57","sugawitter","菅 義偉","平成31年2月5日(火)午後-内閣官房長官記者会見 （野上浩太郎内閣官房副長官）   https://t.co/eUopFLa3HA  https://t.co/eUopFLa3HA",8,13,61
2019-02-05,"00:08:19","sugawitter","菅 義偉","平成31年2月5日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/1UjqagojSC  https://t.co/1UjqagojSC",2,17,66
2019-02-04,"15:05:39","sugawitter","菅 義偉","平成31年2月4日(月)午後-内閣官房長官記者会見   https://t.co/bJYvkQv53U  https://t.co/bJYvkQv53U",3,17,80
2019-02-04,"15:05:16","sugawitter","菅 義偉","平成31年2月4日(月)午前-内閣官房長官記者会見   https://t.co/xsL5Mqnc7X  https://t.co/xsL5Mqnc7X",0,10,54
2019-02-01,"01:16:02","sugawitter","菅 義偉","平成31年2月1日(金)午後-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/sNvuZostAk  https://t.co/sNvuZostAk",19,16,64
2019-02-01,"01:15:36","sugawitter","菅 義偉","平成31年2月1日(金)午前-内閣官房長官記者会見 （西村康稔内閣官房副長官）  [冒頭発言] ・閣議の概要について ・クルツ・オーストリア共和国首相の来日について   https://t.co/tShoyoYAyC  https://t.co/tShoyoYAyC",1,9,66
2019-01-25,"02:21:53","sugawitter","菅 義偉","平成31年1月25日(金)午後-内閣官房長官記者会見   https://t.co/wN9ecSMs2p  https://t.co/wN9ecSMs2p",28,23,90
2019-01-25,"02:21:31","sugawitter","菅 義偉","平成31年1月25日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・天皇陛下御在位三十年記念式典当日における祝意奉表について ・メルケル・ドイツ連邦共和国首相の来日について   https://t.co/l2wnB6N6sy  https://t.co/l2wnB6N6sy",11,30,105
2019-01-24,"16:27:12","sugawitter","菅 義偉","菅官房長官「那覇空港の発着枠拡大、政府として全力で」 【朝日新聞　2019/1/24 21:44】  菅義偉官房長官（発言録）...  https://t.co/nO9EFc4rVv",7,31,118
2019-01-24,"04:07:06","sugawitter","菅 義偉","サイバー攻撃対策、東京五輪見据えた強化プログラムを決定 【産経新聞　2019/1/24 10:31】...  https://t.co/ljVajXPPOV",10,61,169
2019-01-24,"00:42:54","sugawitter","菅 義偉","平成31年1月24日(木)午後-内閣官房長官記者会見   https://t.co/oYdJRIgvOg  https://t.co/oYdJRIgvOg",3,13,42
2019-01-24,"00:42:41","sugawitter","菅 義偉","平成31年1月24日(木)午前-内閣官房長官記者会見  [冒頭発言] ・サイバーセキュリティ戦略本部について   https://t.co/MswNR8FfmI  https://t.co/MswNR8FfmI",4,22,72
2019-01-23,"00:06:37","sugawitter","菅 義偉","平成31年1月23日(水)午後-内閣官房長官記者会見   https://t.co/CQScYL2krV  https://t.co/CQScYL2krV",12,17,74
2019-01-23,"00:06:07","sugawitter","菅 義偉","平成31年1月23日(水)午前-内閣官房長官記者会見   https://t.co/pZtTYOUurt  https://t.co/pZtTYOUurt",2,10,50
2019-01-22,"15:06:25","sugawitter","菅 義偉","平成31年1月22日(火)午後-内閣官房長官記者会見   https://t.co/21vWvqZLVq  https://t.co/21vWvqZLVq",14,19,80
2019-01-21,"23:11:19","sugawitter","菅 義偉","平成31年1月22日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・東日本大震災八周年追悼式の実施について   https://t.co/tgM8vuS3wR  https://t.co/tgM8vuS3wR",7,22,84
2019-01-20,"23:58:47","sugawitter","菅 義偉","平成31年1月21日(月)午後-内閣官房長官記者会見   https://t.co/9p8SqdDiOr  https://t.co/9p8SqdDiOr",11,20,93
2019-01-20,"20:24:16","sugawitter","菅 義偉","平成31年1月21日(月)午前-内閣官房長官記者会見   https://t.co/1I7Sa3yKQi  https://t.co/1I7Sa3yKQi",6,18,63
2019-01-18,"03:13:18","sugawitter","菅 義偉","平成31年1月18日(金)午後-内閣官房長官記者会見   https://t.co/7G0ileNbeI  https://t.co/7G0ileNbeI",12,23,110
2019-01-18,"03:12:59","sugawitter","菅 義偉","平成31年1月18日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・郵政民営化推進本部について ・安倍総理のロシア及びスイス訪問について ・タミーム・カタール国首長の来日について   https://t.co/HT0rSWCmnf  https://t.co/HT0rSWCmnf",4,31,101
2019-01-16,"23:53:07","sugawitter","菅 義偉","平成31年1月17日(木)午後-内閣官房長官記者会見   https://t.co/lgNYH6o69l  https://t.co/lgNYH6o69l",15,18,66
2019-01-16,"23:44:39","sugawitter","菅 義偉","平成31年1月17日(木)午前-内閣官房長官記者会見  [冒頭発言] ・天皇陛下の御退位及び皇太子殿下の御即位に伴う式典委員会について   https://t.co/aJcfC2BoXp  https://t.co/aJcfC2BoXp",10,38,131
2019-01-16,"00:21:01","sugawitter","菅 義偉","官房長官、英EU離脱案否決「現地日系企業の声に耳を傾ける」   【日本経済新聞　2019/1/16 16:50】  菅義偉官房長官は16日午後の記者会見で、英議会下院が欧州連合（EU）からの離脱案を否決したことについて「関連動向に注視して現地日系企業の声に耳を傾ける」と語った。...  https://t.co/sdhlU09oAF",3,50,162
2019-01-16,"00:17:21","sugawitter","菅 義偉","平成31年1月16日(水)午後-内閣官房長官記者会見   https://t.co/ukdgJyqqVq  https://t.co/ukdgJyqqVq",4,17,75
2019-01-15,"19:42:42","sugawitter","菅 義偉","平成31年1月16日(水)午前-内閣官房長官記者会見   https://t.co/WQkZ2Hx7Mn  https://t.co/WQkZ2Hx7Mn",7,21,81
2019-01-14,"19:26:29","sugawitter","菅 義偉","平成31年1月15日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/yS9TEoBc7S  https://t.co/yS9TEoBc7S",18,41,109
2019-01-11,"02:28:32","sugawitter","菅 義偉","平成31年1月11日(金)午後-内閣官房長官記者会見   https://t.co/0fCf2uGyco  https://t.co/0fCf2uGyco",17,35,130
2019-01-10,"00:05:12","sugawitter","菅 義偉","平成31年1月10日(木)午前-内閣官房長官記者会見   https://t.co/HaDHaxX3mR  https://t.co/HaDHaxX3mR",28,30,121
2019-01-09,"00:33:48","sugawitter","菅 義偉","平成31年1月9日(水)午前-内閣官房長官記者会見   https://t.co/dtkErNTWtm  https://t.co/dtkErNTWtm",15,25,86
2019-01-07,"00:13:40","sugawitter","菅 義偉","平成31年1月7日(月)午前-内閣官房長官記者会見  [冒頭発言] ・経済財政諮問会議の有識者議員等について   https://t.co/3X7nctimRf  https://t.co/3X7nctimRf",16,25,110
2019-01-03,"23:55:37","sugawitter","菅 義偉","「全世代型社会保障の実現や働き方改革に全力」官房長官が訓示 【NHK 2019/1/4 11:31】...  https://t.co/0spQcE6Wq8",26,84,247
2019-01-03,"15:44:56","sugawitter","菅 義偉","平成31年1月3日(木)午後2-内閣官房長官記者会見  [冒頭発言] ・熊本県熊本地方を震源とする地震について（２）   https://t.co/VwiXbGMi9e  https://t.co/VwiXbGMi9e",4,21,76
2019-01-03,"15:44:37","sugawitter","菅 義偉","平成31年1月3日(木)午後-内閣官房長官記者会見  [冒頭発言] ・熊本県熊本地方を震源とする地震について（１）   https://t.co/5E7SToZwhD  https://t.co/5E7SToZwhD",4,28,124
2018-12-28,"00:38:21","sugawitter","菅 義偉","平成30年12月28日(金)午前-内閣官房長官記者会見   https://t.co/sWMwhAqie7  https://t.co/sWMwhAqie7",27,41,146
2018-12-26,"23:58:54","sugawitter","菅 義偉","平成30年12月27日(木)午前-内閣官房長官記者会見   https://t.co/z0qlve6trJ  https://t.co/z0qlve6trJ",12,33,118
2018-12-26,"01:26:30","sugawitter","菅 義偉","ＩＷＣから脱退決定、来年7月に商業捕鯨再開へ＝菅官房長官 【ロイター通信　2018/12/26 12:12 】  菅義偉官房長官は２６日午前の会見で、国際捕鯨委員会（ＩＷＣ）から脱退することを決定し、来年７月から商業捕鯨を再開すると述べた。...  https://t.co/LLnPTG5rAm",151,793,2248
2018-12-26,"00:06:31","sugawitter","菅 義偉","平成30年12月26日(水)午前-内閣官房長官記者会見   https://t.co/zx6yXMEMUG  https://t.co/zx6yXMEMUG",8,40,103
2018-12-25,"00:03:22","sugawitter","菅 義偉","平成30年12月25日(火)午前-内閣官房長官記者会見   https://t.co/pFwWE4CneZ  https://t.co/pFwWE4CneZ",6,22,96
2018-12-21,"01:11:40","sugawitter","菅 義偉","平成30年12月21日(金)午前-内閣官房長官記者会見   https://t.co/Imj9tBpxej  https://t.co/Imj9tBpxej",22,22,99
2018-12-20,"01:47:47","sugawitter","菅 義偉","“来年の春闘での賃上げ実現に期待”官房長官 【NHK 2018/12/20 12:14】  菅官房長官は午前の記者会見で、来年10月に消費税率の引き上げが予定される中、経済の回復基調を持続するには個人消費の喚起が重要だとして、来年の春闘での賃上げの実現に期待を示しました。...  https://t.co/NLkEsv7NOF",32,160,327
2018-12-19,"23:57:57","sugawitter","菅 義偉","平成30年12月20日(木)午後-内閣官房長官記者会見   https://t.co/ICujAFzOVq  https://t.co/ICujAFzOVq",2,16,61
2018-12-19,"23:56:35","sugawitter","菅 義偉","平成30年12月20日(木)午前-内閣官房長官記者会見   https://t.co/LVQsluvcN8  https://t.co/LVQsluvcN8",0,20,67
2018-12-19,"00:23:19","sugawitter","菅 義偉","平成30年12月19日(水)午後-内閣官房長官記者会見   https://t.co/LUdP4SgDKA  https://t.co/LUdP4SgDKA",3,22,84
2018-12-19,"00:21:49","sugawitter","菅 義偉","平成30年12月19日(水)午前-内閣官房長官記者会見   https://t.co/lN6Ujh0HI8  https://t.co/lN6Ujh0HI8",0,14,62
2018-12-18,"00:55:32","sugawitter","菅 義偉","Ｇ２０大阪サミットにスペイン、シンガポールなど招待　官房長官「関連や貢献を考慮」 【産経新聞 2018/12/18 17:26】...  https://t.co/xM2WOpecci",4,67,155
2018-12-18,"00:37:41","sugawitter","菅 義偉","平成30年12月18日(火)午後-内閣官房長官記者会見   https://t.co/lHH2BYjTTn  https://t.co/lHH2BYjTTn",4,15,49
2018-12-18,"00:36:43","sugawitter","菅 義偉","平成30年12月18日(火)午前-内閣官房長官記者会見   https://t.co/swd8tBhFO7  https://t.co/swd8tBhFO7",0,17,57
2018-12-17,"15:14:34","sugawitter","菅 義偉","平成30年12月17日(月)午後-内閣官房長官記者会見   https://t.co/QFPOCornrj  https://t.co/QFPOCornrj",4,12,69
2018-12-17,"15:14:13","sugawitter","菅 義偉","平成30年12月17日(月)午前-内閣官房長官記者会見   https://t.co/esPWIVHBM2  https://t.co/esPWIVHBM2",0,10,46
2018-12-15,"23:22:31","sugawitter","菅 義偉","携帯・口座の契約を後押し　官房長官　外国人労働者に  【日本経済新聞　2018/12/16 16:10】...  https://t.co/juhYUY808T",18,69,143
2018-12-14,"00:43:50","sugawitter","菅 義偉","平成30年12月14日(金)午後-内閣官房長官記者会見   https://t.co/ymUwHSlXK6  https://t.co/ymUwHSlXK6",7,21,102
2018-12-14,"00:42:34","sugawitter","菅 義偉","平成30年12月14日(金)午前-内閣官房長官記者会見   https://t.co/XUrxxaJmE7  https://t.co/XUrxxaJmE7",1,17,68
2018-12-13,"00:18:31","sugawitter","菅 義偉","平成30年12月13日(木)午後-内閣官房長官記者会見   https://t.co/WAtWidRqf3  https://t.co/WAtWidRqf3",6,17,88
2018-12-13,"00:17:31","sugawitter","菅 義偉","平成30年12月13日(木)午前-内閣官房長官記者会見   https://t.co/oYtCIVLETB  https://t.co/oYtCIVLETB",1,16,69
2018-12-12,"00:44:23","sugawitter","菅 義偉","平成30年12月12日(水)午後-内閣官房長官記者会見   https://t.co/7i98eSftQG  https://t.co/7i98eSftQG",13,27,95
2018-12-12,"00:43:08","sugawitter","菅 義偉","平成30年12月12日(水)午前-内閣官房長官記者会見   https://t.co/b76SY7nzzD  https://t.co/b76SY7nzzD",1,14,64
2018-12-11,"00:09:16","sugawitter","菅 義偉","平成30年12月11日(火)午後-内閣官房長官記者会見   https://t.co/IdhnFkw6Md  https://t.co/IdhnFkw6Md",6,22,75
2018-12-11,"00:08:01","sugawitter","菅 義偉","平成30年12月11日(火)午前-内閣官房長官記者会見   https://t.co/OMJSy1sL5l  https://t.co/OMJSy1sL5l",1,18,55
2018-12-10,"00:10:17","sugawitter","菅 義偉","平成30年12月10日(月)午前-内閣官房長官記者会見  https://t.co/3Zr7f98cfs  https://t.co/3Zr7f98cfs",7,30,118
2018-12-07,"00:24:10","sugawitter","菅 義偉","平成30年12月7日(金)午後-内閣官房長官記者会見   https://t.co/Zx473UWaQ4  https://t.co/Zx473UWaQ4",22,20,96
2018-12-07,"00:23:10","sugawitter","菅 義偉","平成30年12月7日(金)午前-内閣官房長官記者会見   https://t.co/Asm22ap7yY  https://t.co/Asm22ap7yY",10,18,62
2018-12-06,"00:26:34","sugawitter","菅 義偉","平成30年12月6日(木)午後-内閣官房長官記者会見   https://t.co/lBk3c97wss  https://t.co/lBk3c97wss",3,16,77
2018-12-06,"00:25:26","sugawitter","菅 義偉","平成30年12月6日(木)午前-内閣官房長官記者会見   https://t.co/p1HGv7k1Xi  https://t.co/p1HGv7k1Xi",0,15,58
2018-12-05,"00:58:57","sugawitter","菅 義偉","平成30年12月5日(水)午後-内閣官房長官記者会見   https://t.co/2yxuz65yKx  https://t.co/2yxuz65yKx",3,24,100
2018-12-05,"00:57:16","sugawitter","菅 義偉","平成30年12月5日(水)午前-内閣官房長官記者会見   https://t.co/fTUoVxqV2M  https://t.co/fTUoVxqV2M",1,20,69
2018-12-04,"00:48:52","sugawitter","菅 義偉","平成30年12月4日(火)午後-内閣官房長官記者会見   https://t.co/HiIYSKKok0  https://t.co/HiIYSKKok0",8,25,109
2018-12-04,"00:47:53","sugawitter","菅 義偉","平成30年12月4日(火)午前-内閣官房長官記者会見   https://t.co/GA1iBK7wHi  https://t.co/GA1iBK7wHi",0,20,69
2018-12-03,"00:18:17","sugawitter","菅 義偉","平成30年12月3日(月)午後-内閣官房長官記者会見   https://t.co/usiDspfu3L  https://t.co/usiDspfu3L",1,19,100
2018-12-03,"00:17:15","sugawitter","菅 義偉","平成30年12月3日(月)午前-内閣官房長官記者会見   https://t.co/brgW8OlExx  https://t.co/brgW8OlExx",2,16,68
2018-11-30,"00:36:46","sugawitter","菅 義偉","平成30年11月30日(金)午後-内閣官房長官記者会見   https://t.co/O7XeMaLRjH  https://t.co/O7XeMaLRjH",4,19,67
2018-11-30,"00:35:27","sugawitter","菅 義偉","平成30年11月30日(金)午前-内閣官房長官記者会見（西村康稔内閣官房副長官）   https://t.co/5ZnaQ5EmvE  https://t.co/5ZnaQ5EmvE",0,16,61
2018-11-29,"00:06:09","sugawitter","菅 義偉","平成30年11月29日(木)午後-内閣官房長官記者会見   https://t.co/ESMZfF8ar5  https://t.co/ESMZfF8ar5",12,26,92
2018-11-29,"00:05:14","sugawitter","菅 義偉","平成30年11月29日(木)午前-内閣官房長官記者会見   https://t.co/XHUCdHLjPJ  https://t.co/XHUCdHLjPJ",3,17,69
2018-11-28,"00:29:06","sugawitter","菅 義偉","平成30年11月28日(水)午後-内閣官房長官記者会見   https://t.co/M4mHDPA46n  https://t.co/M4mHDPA46n",5,19,76
2018-11-28,"00:27:40","sugawitter","菅 義偉","平成30年11月28日(水)午前-内閣官房長官記者会見   https://t.co/5pHAiVpzcu  https://t.co/5pHAiVpzcu",1,24,80
2018-11-27,"00:20:27","sugawitter","菅 義偉","平成30年11月27日(火)午後-内閣官房長官記者会見（野上浩太郎内閣官房副長官）   https://t.co/dPkTTO3h3V  https://t.co/dPkTTO3h3V",4,16,53
2018-11-27,"00:19:21","sugawitter","菅 義偉","平成30年11月27日(火)午前-内閣官房長官記者会見   https://t.co/f9y3tXLvCF  https://t.co/f9y3tXLvCF",2,22,60
2018-11-26,"00:10:49","sugawitter","菅 義偉","平成30年11月26日(月)午後-内閣官房長官記者会見   https://t.co/Ct1fbSZbdt  https://t.co/Ct1fbSZbdt",4,16,53
2018-11-26,"00:09:34","sugawitter","菅 義偉","平成30年11月26日(月)午前-内閣官房長官記者会見   https://t.co/lRicmgTpsZ  https://t.co/lRicmgTpsZ",0,14,63
2018-11-25,"00:25:54","sugawitter","菅 義偉","菅官房長官「関西圏の活況に大きなインパクト」　２０２５年大阪万博を歓迎 【産経新聞　2018/11/25 12:04】...  https://t.co/BwkM1pP5pL",39,139,428
2018-11-22,"00:14:45","sugawitter","菅 義偉","平成30年11月22日(木)午後-内閣官房長官記者会見   https://t.co/JDNsSf073e  https://t.co/JDNsSf073e",11,17,62
2018-11-22,"00:13:47","sugawitter","菅 義偉","平成30年11月22日(木)午前-内閣官房長官記者会見   https://t.co/Pd4GdwAtFF  https://t.co/Pd4GdwAtFF",4,19,79
2018-11-21,"00:19:02","sugawitter","菅 義偉","平成30年11月21日(水)午後-内閣官房長官記者会見   https://t.co/nSrH49r0Hq  https://t.co/9hit9PMElb",6,21,70
2018-11-21,"00:18:07","sugawitter","菅 義偉","平成30年11月21日(水)午前-内閣官房長官記者会見   https://t.co/cv6EFNdZgn  https://t.co/cv6EFNdZgn",17,26,95
2018-11-20,"00:16:25","sugawitter","菅 義偉","平成30年11月20日(火)午後-内閣官房長官記者会見   https://t.co/l03zKEvMwe  https://t.co/l03zKEvMwe",11,35,109
2018-11-20,"00:15:22","sugawitter","菅 義偉","平成30年11月20日(火)午前-内閣官房長官記者会見   https://t.co/HH0uNtXOdi  https://t.co/HH0uNtXOdi",10,22,73
2018-11-19,"00:09:15","sugawitter","菅 義偉","平成30年11月19日(月)午後-内閣官房長官記者会見   https://t.co/WWUroN9iGZ  https://t.co/WWUroN9iGZ",2,17,72
2018-11-19,"00:08:22","sugawitter","菅 義偉","平成30年11月19日(月)午前-内閣官房長官記者会見   https://t.co/wF8ubrvV4a  https://t.co/wF8ubrvV4a",4,47,241
2018-11-16,"00:30:06","sugawitter","菅 義偉","平成30年11月16日(金)午後-内閣官房長官記者会見   https://t.co/AY3Em298Kx  https://t.co/AY3Em298Kx",7,28,82
2018-11-16,"00:29:20","sugawitter","菅 義偉","平成30年11月16日(金)午前-内閣官房長官記者会見   https://t.co/1wywrOwdQ1  https://t.co/1wywrOwdQ1",4,20,78
2018-11-15,"00:39:11","sugawitter","菅 義偉","平成30年11月15日(木)午後-内閣官房長官記者会見   https://t.co/5sRYSMkoWd  https://t.co/5sRYSMkoWd",4,19,71
2018-11-15,"00:38:19","sugawitter","菅 義偉","平成30年11月15日(木)午前-内閣官房長官記者会見   https://t.co/kzCoeGfZpp  https://t.co/kzCoeGfZpp",3,19,71
2018-11-14,"00:31:49","sugawitter","菅 義偉","平成30年11月14日(水)午後-内閣官房長官記者会見   https://t.co/KoerOn8DWd  https://t.co/KoerOn8DWd",5,24,74
2018-11-14,"00:30:59","sugawitter","菅 義偉","平成30年11月14日(水)午前-内閣官房長官記者会見   https://t.co/ZoChNkFtzG  https://t.co/ZoChNkFtzG",1,15,66
2018-11-13,"00:51:51","sugawitter","菅 義偉","平成30年11月13日(火)午後-内閣官房長官記者会見   https://t.co/a9HPtZuKyR  https://t.co/a9HPtZuKyR",12,21,77
2018-11-13,"00:51:00","sugawitter","菅 義偉","平成30年11月13日(火)午前-内閣官房長官記者会見   https://t.co/sdEw31IgU8  https://t.co/sdEw31IgU8",7,25,67
2018-11-12,"00:22:13","sugawitter","菅 義偉","平成30年11月12日(月)午後-内閣官房長官記者会見   https://t.co/P7XGvYHOly  https://t.co/P7XGvYHOly",6,23,92
2018-11-12,"00:21:19","sugawitter","菅 義偉","平成30年11月12日(月)午前-内閣官房長官記者会見   https://t.co/bQrGIo6Q3u  https://t.co/bQrGIo6Q3u",1,21,79
2018-11-11,"15:18:50","sugawitter","菅 義偉","菅氏、自身創設した「ふるさと納税」ＰＲ　横浜でイベント 【神奈川新聞　2018/11/12】...  https://t.co/x6bmvX4W6o菅氏、自身創設した「ふるさと納税」ＰＲ",11,75,190
2018-11-09,"00:30:28","sugawitter","菅 義偉","平成30年11月9日(金)午後-内閣官房長官記者会見   https://t.co/LgbqKvwZMw  https://t.co/LgbqKvwZMw",14,32,115
2018-11-09,"00:29:27","sugawitter","菅 義偉","平成30年11月9日(金)午前-内閣官房長官記者会見   https://t.co/hpsw1wxWVs  https://t.co/hpsw1wxWVs",3,25,71
2018-11-08,"00:21:19","sugawitter","菅 義偉","平成30年11月8日(木)午後-内閣官房長官記者会見   https://t.co/GEjWO85ajz  https://t.co/GEjWO85ajz",7,36,116
2018-11-08,"00:20:12","sugawitter","菅 義偉","平成30年11月8日(木)午前-内閣官房長官記者会見   https://t.co/qzB4b2SHrc  https://t.co/qzB4b2SHrc",2,25,72
2018-11-07,"00:10:56","sugawitter","菅 義偉","平成30年11月7日(水)午後-内閣官房長官記者会見（西村康稔内閣官房副長官）   https://t.co/o6gShj1DGQ  https://t.co/o6gShj1DGQ",4,27,76
2018-11-07,"00:09:50","sugawitter","菅 義偉","平成30年11月7日(水)午前-内閣官房長官記者会見   https://t.co/jfeLcEf3jv  https://t.co/jfeLcEf3jv",4,34,115
2018-11-06,"00:09:30","sugawitter","菅 義偉","平成30年11月6日(火)午後-内閣官房長官記者会見   https://t.co/ZmZr2OTlyD  https://t.co/ZmZr2OTlyD",7,28,89
2018-11-06,"00:07:28","sugawitter","菅 義偉","平成30年11月6日(火)午前-内閣官房長官記者会見   https://t.co/egwZQxCcJK  https://t.co/egwZQxCcJK",2,29,102
2018-11-05,"00:20:59","sugawitter","菅 義偉","平成30年11月5日(月)午後-内閣官房長官記者会見   https://t.co/RvyER6fFpz  https://t.co/RvyER6fFpz",9,27,99
2018-11-05,"00:20:07","sugawitter","菅 義偉","平成30年11月5日(月)午前-内閣官房長官記者会見   https://t.co/BaJlFrzvpm  https://t.co/BaJlFrzvpm",2,16,69
2018-11-02,"01:29:20","sugawitter","菅 義偉","平成30年11月2日(金)午後-内閣官房長官記者会見   https://t.co/DRFXWMaMp9  https://t.co/DRFXWMaMp9",16,26,91
2018-11-02,"01:28:33","sugawitter","菅 義偉","平成30年11月2日(金)午前-内閣官房長官記者会見   https://t.co/cIR2YDVhsm  https://t.co/cIR2YDVhsm",2,15,57
2018-11-01,"01:54:18","sugawitter","菅 義偉","平成30年11月1日(木)午後-内閣官房長官記者会見   https://t.co/9dPOMxU9ZA  https://t.co/9dPOMxU9ZA",7,33,97
2018-11-01,"01:53:35","sugawitter","菅 義偉","平成30年11月1日(木)午前-内閣官房長官記者会見   https://t.co/kIPUBCH2sH  https://t.co/kIPUBCH2sH",1,24,64
2018-10-31,"02:51:38","sugawitter","菅 義偉","ドコモが最大4割程度値下げへ　来年6月までに開始  【ANN 2018/10/31 18:03】  ドコモが最大で4割程度、値下げします。  NTTドコモ・吉澤和弘社長：「2割から4割程度、ご利用料金を低廉化させたい。（政府からの話もあったが）今回はドコモが自主的にやったとお考えを」...  https://t.co/ZzJSt3egkA",268,1961,3198
2018-10-31,"01:01:44","sugawitter","菅 義偉","平成30年10月31日(水)午後-内閣官房長官記者会見（西村康稔内閣官房副長官）   https://t.co/YxrkG2DEkq  https://t.co/YxrkG2DEkq",1,18,61
2018-10-31,"01:00:40","sugawitter","菅 義偉","平成30年10月31日(水)午前-内閣官房長官記者会見（西村康稔内閣官房副長官）   https://t.co/GIeKpHkzRp  https://t.co/GIeKpHkzRp",0,18,43
2018-10-30,"02:07:01","sugawitter","菅 義偉","平成30年10月30日(火)午後-内閣官房長官記者会見（野上浩太郎内閣官房副長官）   https://t.co/qQInS7pQrY  https://t.co/qQInS7pQrY",6,23,85
2018-10-30,"02:05:54","sugawitter","菅 義偉","平成30年10月30日(火)午前-内閣官房長官記者会見（西村康稔内閣官房副長官）   https://t.co/n1muKH7oPN  https://t.co/n1muKH7oPN",0,21,53
2018-10-29,"01:52:16","sugawitter","菅 義偉","平成30年10月29日(月)午後-内閣官房長官記者会見（野上浩太郎内閣官房副長官）   https://t.co/US6rzK33RO  https://t.co/US6rzK33RO",5,24,82
2018-10-29,"01:51:23","sugawitter","菅 義偉","平成30年10月29日(月)午前-内閣官房長官記者会見   https://t.co/ZPWB6OOPip  https://t.co/ZPWB6OOPip",0,30,99
2018-10-26,"02:24:51","sugawitter","菅 義偉","平成30年10月26日(金)午後-内閣官房長官記者会見   https://t.co/7jzEL1twgf  https://t.co/7jzEL1twgf",11,25,103
2018-10-26,"02:23:49","sugawitter","菅 義偉","平成30年10月26日(金)午前-内閣官房長官記者会見   https://t.co/zLiP3W6q2f  https://t.co/zLiP3W6q2f",0,16,61
2018-10-25,"01:19:34","sugawitter","菅 義偉","平成30年10月25日(木)午後-内閣官房長官記者会見   https://t.co/xLiICRX719  https://t.co/xLiICRX719",5,26,74
2018-10-25,"01:18:01","sugawitter","菅 義偉","平成30年10月25日(木)午前-内閣官房長官記者会見   https://t.co/4ca7mm1YQD  https://t.co/4ca7mm1YQD",0,22,121
2018-10-24,"01:33:12","sugawitter","菅 義偉","平成30年10月24日(水)午後-内閣官房長官記者会見   https://t.co/XR2NsaLGex  https://t.co/XR2NsaLGex",2,16,64
2018-10-24,"01:31:57","sugawitter","菅 義偉","平成30年10月24日(水)午前-内閣官房長官記者会見   https://t.co/dHNDvMsivt  https://t.co/dHNDvMsivt",1,17,69
2018-10-23,"02:02:51","sugawitter","菅 義偉","平成30年10月23日(火)午後-内閣官房長官記者会見   https://t.co/1emeRPBQnj  https://t.co/1emeRPBQnj",7,30,91
2018-10-23,"02:01:57","sugawitter","菅 義偉","平成30年10月23日(火)午前-内閣官房長官記者会見   https://t.co/bOqNaKLSap  https://t.co/bOqNaKLSap",1,20,69
2018-10-22,"01:21:27","sugawitter","菅 義偉","菅官房長官、来年10月までに携帯の寡占状況解消が必要 【Bloomberg 2018/10/22 11:52】  大手３社でシェア９割の状況に「競争が全く行われていない」  事業間競争が働く仕組みづくりが政府の責任と菅長官...  https://t.co/gZui69gYoi",52,435,770
2018-10-22,"01:16:07","sugawitter","菅 義偉","平成30年10月22日(月)午後-内閣官房長官記者会見   https://t.co/kLRRRJISTL  https://t.co/kLRRRJISTL",3,21,74
2018-10-22,"01:15:14","sugawitter","菅 義偉","平成30年10月22日(月)午前-内閣官房長官記者会見   https://t.co/9sJhwUP8zi  https://t.co/9sJhwUP8zi",0,14,53
2018-10-19,"01:08:07","sugawitter","菅 義偉","平成30年10月19日(金)午後-内閣官房長官記者会見   https://t.co/vyYXhxx2h1  https://t.co/vyYXhxx2h1",12,23,85
