date,time,username,name,tweet,tweet_en,replies_count,retweets_count,likes_count
2019-08-25,1:15:30,sugawitter,菅 義偉,東京２０２０パラリンピック一年前セレモニーが行われました。東京オリンピックは来年の７月２４日開幕、パラリンピックは８月２５日の開幕で、いよいよあと一年となりました。 アスリートの挑戦する姿に世界中の方々と感動をともにし、史上最高の大会となるよう全力を尽くしてまいります。  https://t.co/tY4eN8wRTh,"Tokyo 2020 Paralympic Games a year ago ceremony was held. Tokyo Olympic Games next year of the July 24 opening, Paralympic Games in the opening of August 25, has finally become the year after. Both the excitement with people from all over the world in appearance to challenge the athletes, we will do our best to be the best ever tournament. https://t.co/tY4eN8wRTh",-3812.897059,-33884.02451,-178230.7108
2019-08-18,21:57:58,sugawitter,菅 義偉,お台場にあります「チームラボボーダレス」を視察しました。 昨年６月の開業以来、1年間で230万人以上が訪れており、これは新国立美術館（283万人）などの来場者数に迫る勢いです。来場者の半数は外国人で、そのうち半数がチームラボを目的に来日したとのことであり、まさに東京の新たな観光地です。  https://t.co/WFtaaKeRxa,"Located in Odaiba we visited the ""Team Lab borderless"". Since opening last June, has been visited by 2.3 million or more people in one year, this is the momentum approaching the number of visitors, such as the new National Museum of Art (2.83 million people). Half of the visitors are foreigners, it is in them that the half came to Japan for the purpose of team lab, is exactly what a new tourist destination in Tokyo. https://t.co/WFtaaKeRxa",-3828.492647,-34023.17402,-178960.576
2019-08-18,21:26:07,sugawitter,菅 義偉,こんにちは、 スタッフからお知らせです。  すが義偉がテレビ番組に出演します。  日時　　　：8月20日(火)23時〜23時30分 チャンネル：BS11 番組　　　：リベラルタイム   ぜひご覧ください。 すが義偉事務所   https://t.co/bgyuGFrf87,"Hello, Greetings from the staff. Kan Yoshiera will appear on a television program. Date: August 20 (Tuesday), 23 am to 23 pm 30 minutes Channel: BS11 program: please visit liberal time by all means. Kan Yoshiera office https://t.co/bgyuGFrf87",-3844.088235,-34162.32353,-179690.4412
2019-08-18,7:41:59,sugawitter,菅 義偉,こんにちは、 すが義偉がネット番組に出演します。  日時:8月19日(月)14時50分〜15時20分 番組:山本一太群馬県知事の直滑降ストリーム  ぜひご覧ください。  すが義偉事務所,"Hello, Kan Yoshiera will appear on the net program. Date: August 19 (Mon) 14:00 50 minutes to 15 hours 20 minutes program: please visit Chokkakko stream all means of Gunma Ichita Yamamoto Governor. Kan Yoshiera office",-3859.683824,-34301.47304,-180420.3064
2019-08-18,6:48:59,sugawitter,菅 義偉,こんにちは。 スタッフから報告です。  8月18日（日） すが義偉が埼玉県で、県知事選挙の応援演説を実施いたしました。  埼玉県にお住まいの方は「青島けんた」に投票していただきますようお願いいたします。  すが義偉事務所  https://t.co/P5c4NYaX7i,"Hello. It is reported from the staff. August 18 (Sunday) but Yoshiera is in Saitama Prefecture, we have implemented a support speech of Governor election. If you live in Saitama Prefecture, we ask that you will be asked to vote for the ""Kenta Aoshima"". Kan Yoshiera office https://t.co/P5c4NYaX7i",-3875.279412,-34440.62255,-181150.1716
2019-08-16,0:53:59,sugawitter,菅 義偉,本日、首相官邸にて、22日からロシアで開催される「第45回技能五輪国際大会」日本選手団の表敬を受けました。 溶接や配管、洋裁、サイバーセキュリティなどの職業能力を競い合う大会で、日本から４２職種に４８人が出場します。 ぜひ世界の舞台で、日頃の訓練の成果を存分に発揮してほしいと思います。  https://t.co/KrlQA9HHUk,"Today, at the Prime Minister's Office, ""the 45th WorldSkills International Competition"" will be held in Russia from 22 days we received a courtesy call of the Japanese team. Welding and plumbing, dressmaking, the tournament to compete vocational capabilities such as cyber security, 48 people in 42 occupations from Japan will participate. By all means on the world stage, I think that I want you to fully demonstrate the results of daily training. https://t.co/KrlQA9HHUk",-3890.875,-34579.77206,-181880.0368
2019-08-08,5:38:53,sugawitter,菅 義偉,https://t.co/JbBtr8rpHy,https://t.co/JbBtr8rpHy,-3906.470588,-34718.92157,-182609.902
2019-08-07,1:51:10,sugawitter,菅 義偉,https://t.co/buPKbV1QCg,https://t.co/buPKbV1QCg,-3922.066176,-34858.07108,-183339.7672
2019-07-28,5:50:55,sugawitter,菅 義偉,菅義偉 公式ブログを更新しました。 『参議院選挙:令和の日本を切り拓く決意』   https://t.co/L6jrwhPvqn,"Yoshihide Suga has been updated the official blog. ""House of Councilors election: determination open up Japan's decree sum"" https://t.co/L6jrwhPvqn",-3937.661765,-34997.22059,-184069.6324
2019-02-17,23:51:27,sugawitter,菅 義偉,平成31年2月18日(月)午後-内閣官房長官記者会見   https://t.co/g42Ftfu6cr  https://t.co/g42Ftfu6cr,2019 February 18 (Monday) afternoon - Chief Cabinet Secretary press conference https://t.co/g42Ftfu6cr https://t.co/g42Ftfu6cr,10,17,59
2019-02-17,23:51:08,sugawitter,菅 義偉,平成31年2月18日(月)午前-内閣官房長官記者会見   https://t.co/G9SCNIHkPR  https://t.co/G9SCNIHkPR,2019 February 18 (Monday) morning - Chief Cabinet Secretary press conference https://t.co/G9SCNIHkPR https://t.co/G9SCNIHkPR,2,23,88
2019-02-15,0:21:59,sugawitter,菅 義偉,平成31年2月15日(金)午後-内閣官房長官記者会見   https://t.co/DAxkIMVXsw  https://t.co/DAxkIMVXsw,2019 February 15 (Friday) afternoon - Chief Cabinet Secretary press conference https://t.co/DAxkIMVXsw https://t.co/DAxkIMVXsw,19,21,85
2019-02-14,22:53:24,sugawitter,菅 義偉,平成31年2月15日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・デジタル・ガバメント閣僚会議について   https://t.co/CXI1ps53g9  https://t.co/CXI1ps53g9,2019 February 15 (Friday) morning - Chief Cabinet Secretary press conference About the beginning remarks] · For Cabinet overview of the Digital Government Ministerial Conference https://t.co/CXI1ps53g9 https://t.co/ CXI1ps53g9,6,27,109
2019-02-14,15:08:45,sugawitter,菅 義偉,平成31年2月14日(木)午後-内閣官房長官記者会見   https://t.co/DKBhnT7WDj  https://t.co/DKBhnT7WDj,2019 February 14 (Thursday) afternoon - Chief Cabinet Secretary press conference https://t.co/DKBhnT7WDj https://t.co/DKBhnT7WDj,14,20,81
2019-02-14,15:08:20,sugawitter,菅 義偉,平成31年2月14日(木)午前-内閣官房長官記者会見   https://t.co/6CsHLGMUiP  https://t.co/6CsHLGMUiP,2019 February 14 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/6CsHLGMUiP https://t.co/6CsHLGMUiP,1,18,59
2019-02-13,1:49:55,sugawitter,菅 義偉,平成31年2月13日(水)午後-内閣官房長官記者会見   https://t.co/li7TdynAUT  https://t.co/li7TdynAUT,2019 February 13 (Wednesday) afternoon - Chief Cabinet Secretary press conference https://t.co/li7TdynAUT https://t.co/li7TdynAUT,12,16,90
2019-02-13,1:49:31,sugawitter,菅 義偉,平成31年2月13日(水)午前-内閣官房長官記者会見   https://t.co/EQYYErDW1W  https://t.co/EQYYErDW1W,2019 February 13 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/EQYYErDW1W https://t.co/EQYYErDW1W,4,16,82
2019-02-11,23:51:32,sugawitter,菅 義偉,平成31年2月12日(火)午後-内閣官房長官記者会見   https://t.co/GJ1VgiR1fY  https://t.co/GJ1VgiR1fY,2019 February 12 (Tuesday) afternoon - Chief Cabinet Secretary press conference https://t.co/GJ1VgiR1fY https://t.co/GJ1VgiR1fY,6,24,99
2019-02-11,18:29:12,sugawitter,菅 義偉,平成31年2月12日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/3dUHrpVBft  https://t.co/3dUHrpVBft,2019 February 12 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] of-Cabinet overview https://t.co/3dUHrpVBft https://t.co/3dUHrpVBft,8,26,98
2019-02-07,23:32:33,sugawitter,菅 義偉,平成31年2月8日(金)午後-内閣官房長官記者会見   https://t.co/9zLtdYQBIH  https://t.co/9zLtdYQBIH,2019 February 8 (Friday) afternoon - Chief Cabinet Secretary press conference https://t.co/9zLtdYQBIH https://t.co/9zLtdYQBIH,16,18,89
2019-02-07,23:15:44,sugawitter,菅 義偉,平成31年2月8日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・元号選定手続検討会議について ・児童虐待防止対策に関する関係閣僚会議について   https://t.co/Qfq42gbDAe  https://t.co/Qfq42gbDAe,"2019 February 8 (Friday) morning - Chief Cabinet Secretary about the press conference [beginning remarks] · Cabinet Ministerial meeting for the era selection procedure Review Conference, on child abuse prevention measures and an overview of the https: // t. co / Qfq42gbDAe https://t.co/Qfq42gbDAe",2,22,107
2019-02-07,0:06:10,sugawitter,菅 義偉,平成31年2月7日(木)午後-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/0T1DJBklVd  https://t.co/0T1DJBklVd,2019 February 7 (Thursday) afternoon - Chief Cabinet Secretary press conference (Yasutoshi Nishimura Chief Cabinet Deputy Secretary) https://t.co/0T1DJBklVd https://t.co/0T1DJBklVd,5,24,76
2019-02-07,0:05:44,sugawitter,菅 義偉,平成31年2月7日(木)午前-内閣官房長官記者会見   https://t.co/TLe7ojZP8n  https://t.co/TLe7ojZP8n,2019 February 7 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/TLe7ojZP8n https://t.co/TLe7ojZP8n,2,12,58
2019-02-06,0:04:20,sugawitter,菅 義偉,平成31年2月6日(水)午後-内閣官房長官記者会見   https://t.co/uXz45x5o4n  https://t.co/uXz45x5o4n,2019 February 6 (Wednesday) afternoon - Chief Cabinet Secretary press conference https://t.co/uXz45x5o4n https://t.co/uXz45x5o4n,8,12,93
2019-02-06,0:03:55,sugawitter,菅 義偉,平成31年2月6日(水)午前-内閣官房長官記者会見  [冒頭発言] ・厚生労働省「賃金構造基本統計調査」に対する総務省行政評価局による調査の実施について   https://t.co/RZVgUolIm8  https://t.co/RZVgUolIm8,"2019 February 6 (Wednesday) morning - https://t.co/ the implementation of the investigation by the Ministry of Internal Affairs and Communications Administrative Evaluation Bureau for Chief Cabinet Secretary press conference [beginning remarks] · Ministry of Health, Labor and Welfare ""Basic Survey on Wage Structure"" RZVgUolIm8 https://t.co/RZVgUolIm8",2,15,77
2019-02-05,0:08:57,sugawitter,菅 義偉,平成31年2月5日(火)午後-内閣官房長官記者会見 （野上浩太郎内閣官房副長官）   https://t.co/eUopFLa3HA  https://t.co/eUopFLa3HA,2019 February 5 (Tuesday) afternoon - Chief Cabinet Secretary press conference (Kotaro Nogami Cabinet Deputy Chief Cabinet Secretary) https://t.co/eUopFLa3HA https://t.co/eUopFLa3HA,8,13,61
2019-02-05,0:08:19,sugawitter,菅 義偉,平成31年2月5日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/1UjqagojSC  https://t.co/1UjqagojSC,2019 February 5 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] of-Cabinet overview https://t.co/1UjqagojSC https://t.co/1UjqagojSC,2,17,66
2019-02-04,15:05:39,sugawitter,菅 義偉,平成31年2月4日(月)午後-内閣官房長官記者会見   https://t.co/bJYvkQv53U  https://t.co/bJYvkQv53U,2019 February 4 (Monday) afternoon - Chief Cabinet Secretary press conference https://t.co/bJYvkQv53U https://t.co/bJYvkQv53U,3,17,80
2019-02-04,15:05:16,sugawitter,菅 義偉,平成31年2月4日(月)午前-内閣官房長官記者会見   https://t.co/xsL5Mqnc7X  https://t.co/xsL5Mqnc7X,2019 February 4 (Monday) morning - Chief Cabinet Secretary press conference https://t.co/xsL5Mqnc7X https://t.co/xsL5Mqnc7X,0,10,54
2019-02-01,1:16:02,sugawitter,菅 義偉,平成31年2月1日(金)午後-内閣官房長官記者会見 （西村康稔内閣官房副長官）   https://t.co/sNvuZostAk  https://t.co/sNvuZostAk,2019 February 1 (Friday) afternoon - Chief Cabinet Secretary press conference (Yasutoshi Nishimura Chief Cabinet Deputy Secretary) https://t.co/sNvuZostAk https://t.co/sNvuZostAk,19,16,64
2019-02-01,1:15:36,sugawitter,菅 義偉,平成31年2月1日(金)午前-内閣官房長官記者会見 （西村康稔内閣官房副長官）  [冒頭発言] ・閣議の概要について ・クルツ・オーストリア共和国首相の来日について   https://t.co/tShoyoYAyC  https://t.co/tShoyoYAyC,"2019 February 1 (Friday) morning - Chief Cabinet Secretary press conference about the visit to Japan of (Yasutoshi Nishimura Chief Cabinet Deputy Secretary) [beginning remarks] · Cabinet of Cruz, Austria overview Prime Minister https: // t. co / tShoyoYAyC https://t.co/tShoyoYAyC",1,9,66
2019-01-25,2:21:53,sugawitter,菅 義偉,平成31年1月25日(金)午後-内閣官房長官記者会見   https://t.co/wN9ecSMs2p  https://t.co/wN9ecSMs2p,2019 January 25 (Friday) afternoon - Chief Cabinet Secretary press conference https://t.co/wN9ecSMs2p https://t.co/wN9ecSMs2p,28,23,90
2019-01-25,2:21:31,sugawitter,菅 義偉,平成31年1月25日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・天皇陛下御在位三十年記念式典当日における祝意奉表について ・メルケル・ドイツ連邦共和国首相の来日について   https://t.co/l2wnB6N6sy  https://t.co/l2wnB6N6sy,"2019 January 25 (Friday) morning - Chief Cabinet Secretary press conference [beginning remarks] · Cabinet congratulated Bong Merkel, the German Federal Republic of prime minister for the table in the for-Emperor your reign three decades memorial ceremony on the day overview of the for the visit to Japan https://t.co/l2wnB6N6sy https://t.co/l2wnB6N6sy",11,30,105
2019-01-24,16:27:12,sugawitter,菅 義偉,菅官房長官「那覇空港の発着枠拡大、政府として全力で」 【朝日新聞　2019/1/24 21:44】  菅義偉官房長官（発言録）...  https://t.co/nO9EFc4rVv,"Kan Chief Cabinet Secretary ""landing slots expansion of Naha Airport, at best as a government"" [The Asahi Shimbun 2019/1/24 21:44] Yoshihide Suga Chief Cabinet Secretary (remarks book) ... https://t.co/nO9EFc4rVv",7,31,118
2019-01-24,4:07:06,sugawitter,菅 義偉,サイバー攻撃対策、東京五輪見据えた強化プログラムを決定 【産経新聞　2019/1/24 10:31】...  https://t.co/ljVajXPPOV,"Cyber ​​attack measures, determine the strengthening program with an eye Tokyo Olympics [Sankei Shimbun 2019/1/24 10:31] ... https://t.co/ljVajXPPOV",10,61,169
2019-01-24,0:42:54,sugawitter,菅 義偉,平成31年1月24日(木)午後-内閣官房長官記者会見   https://t.co/oYdJRIgvOg  https://t.co/oYdJRIgvOg,2019 January 24 (Thursday) afternoon - Chief Cabinet Secretary press conference https://t.co/oYdJRIgvOg https://t.co/oYdJRIgvOg,3,13,42
2019-01-24,0:42:41,sugawitter,菅 義偉,平成31年1月24日(木)午前-内閣官房長官記者会見  [冒頭発言] ・サイバーセキュリティ戦略本部について   https://t.co/MswNR8FfmI  https://t.co/MswNR8FfmI,2019 January 24 (Thursday) morning - Chief Cabinet Secretary press conference About the beginning remarks] Cyber ​​Security Strategy Headquarters https://t.co/MswNR8FfmI https://t.co/MswNR8FfmI,4,22,72
2019-01-23,0:06:37,sugawitter,菅 義偉,平成31年1月23日(水)午後-内閣官房長官記者会見   https://t.co/CQScYL2krV  https://t.co/CQScYL2krV,2019 January 23 (Wednesday) afternoon - Chief Cabinet Secretary press conference https://t.co/CQScYL2krV https://t.co/CQScYL2krV,12,17,74
2019-01-23,0:06:07,sugawitter,菅 義偉,平成31年1月23日(水)午前-内閣官房長官記者会見   https://t.co/pZtTYOUurt  https://t.co/pZtTYOUurt,2019 January 23 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/pZtTYOUurt https://t.co/pZtTYOUurt,2,10,50
2019-01-22,15:06:25,sugawitter,菅 義偉,平成31年1月22日(火)午後-内閣官房長官記者会見   https://t.co/21vWvqZLVq  https://t.co/21vWvqZLVq,2019 January 22 (Tuesday) afternoon - Chief Cabinet Secretary press conference https://t.co/21vWvqZLVq https://t.co/21vWvqZLVq,14,19,80
2019-01-21,23:11:19,sugawitter,菅 義偉,平成31年1月22日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・東日本大震災八周年追悼式の実施について   https://t.co/tgM8vuS3wR  https://t.co/tgM8vuS3wR,"2019 January 22 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] · For Cabinet overview of, the implementation of the Great East Japan Earthquake eight anniversary memorial service https://t.co/tgM8vuS3wR https: // t .co / tgM8vuS3wR",7,22,84
2019-01-20,23:58:47,sugawitter,菅 義偉,平成31年1月21日(月)午後-内閣官房長官記者会見   https://t.co/9p8SqdDiOr  https://t.co/9p8SqdDiOr,2019 January 21 (Monday) afternoon - Chief Cabinet Secretary press conference https://t.co/9p8SqdDiOr https://t.co/9p8SqdDiOr,11,20,93
2019-01-20,20:24:16,sugawitter,菅 義偉,平成31年1月21日(月)午前-内閣官房長官記者会見   https://t.co/1I7Sa3yKQi  https://t.co/1I7Sa3yKQi,2019 January 21 (Monday) morning - Chief Cabinet Secretary press conference https://t.co/1I7Sa3yKQi https://t.co/1I7Sa3yKQi,6,18,63
2019-01-18,3:13:18,sugawitter,菅 義偉,平成31年1月18日(金)午後-内閣官房長官記者会見   https://t.co/7G0ileNbeI  https://t.co/7G0ileNbeI,2019 January 18 (Friday) afternoon - Chief Cabinet Secretary press conference https://t.co/7G0ileNbeI https://t.co/7G0ileNbeI,12,23,110
2019-01-18,3:12:59,sugawitter,菅 義偉,平成31年1月18日(金)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について ・郵政民営化推進本部について ・安倍総理のロシア及びスイス訪問について ・タミーム・カタール国首長の来日について   https://t.co/HT0rSWCmnf  https://t.co/HT0rSWCmnf,"2019 January 18 (Friday) morning - come of Chief Cabinet Secretary press conference [beginning remarks] · For Cabinet overview of, for postal privatization Promotion Headquarters, Prime Minister Abe of Russia and Switzerland visit on-Tamimu, Qatar chiefs for day https://t.co/HT0rSWCmnf https://t.co/HT0rSWCmnf",4,31,101
2019-01-16,23:53:07,sugawitter,菅 義偉,平成31年1月17日(木)午後-内閣官房長官記者会見   https://t.co/lgNYH6o69l  https://t.co/lgNYH6o69l,2019 January 17 (Thursday) afternoon - Chief Cabinet Secretary press conference https://t.co/lgNYH6o69l https://t.co/lgNYH6o69l,15,18,66
2019-01-16,23:44:39,sugawitter,菅 義偉,平成31年1月17日(木)午前-内閣官房長官記者会見  [冒頭発言] ・天皇陛下の御退位及び皇太子殿下の御即位に伴う式典委員会について   https://t.co/aJcfC2BoXp  https://t.co/aJcfC2BoXp,2019 January 17 (Thursday) morning - for the Chief Cabinet Secretary press conference [beginning remarks] - your abdication and ceremony committee associated with your accession to the throne of Crown Prince of Emperor https://t.co/aJcfC2BoXp https : //t.co/aJcfC2BoXp,10,38,131
2019-01-16,0:21:01,sugawitter,菅 義偉,官房長官、英EU離脱案否決「現地日系企業の声に耳を傾ける」   【日本経済新聞　2019/1/16 16:50】  菅義偉官房長官は16日午後の記者会見で、英議会下院が欧州連合（EU）からの離脱案を否決したことについて「関連動向に注視して現地日系企業の声に耳を傾ける」と語った。...  https://t.co/sdhlU09oAF,"Chief Cabinet Secretary, in the British EU withdrawal proposal rejected ""listen to the voice of local Japanese companies"" [The Nihon Keizai Shimbun 2019/1/16 16:50] Yoshihide Suga Chief Cabinet Secretary is a 16-day afternoon press conference, the UK House of Representatives' Europe told the Union ""listen to the voice of local Japanese companies gazing on the relevant trends"" for it has rejected the withdrawal plan from the (EU). ... https://t.co/sdhlU09oAF",3,50,162
2019-01-16,0:17:21,sugawitter,菅 義偉,平成31年1月16日(水)午後-内閣官房長官記者会見   https://t.co/ukdgJyqqVq  https://t.co/ukdgJyqqVq,2019 January 16 (Wednesday) afternoon - Chief Cabinet Secretary press conference https://t.co/ukdgJyqqVq https://t.co/ukdgJyqqVq,4,17,75
2019-01-15,19:42:42,sugawitter,菅 義偉,平成31年1月16日(水)午前-内閣官房長官記者会見   https://t.co/WQkZ2Hx7Mn  https://t.co/WQkZ2Hx7Mn,2019 January 16 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/WQkZ2Hx7Mn https://t.co/WQkZ2Hx7Mn,7,21,81
2019-01-14,19:26:29,sugawitter,菅 義偉,平成31年1月15日(火)午前-内閣官房長官記者会見  [冒頭発言] ・閣議の概要について   https://t.co/yS9TEoBc7S  https://t.co/yS9TEoBc7S,2019 January 15 (Tuesday) morning - Chief Cabinet Secretary press conference [beginning remarks] of-Cabinet overview https://t.co/yS9TEoBc7S https://t.co/yS9TEoBc7S,18,41,109
2019-01-11,2:28:32,sugawitter,菅 義偉,平成31年1月11日(金)午後-内閣官房長官記者会見   https://t.co/0fCf2uGyco  https://t.co/0fCf2uGyco,2019 January 11 (Friday) afternoon - Chief Cabinet Secretary press conference https://t.co/0fCf2uGyco https://t.co/0fCf2uGyco,17,35,130
2019-01-10,0:05:12,sugawitter,菅 義偉,平成31年1月10日(木)午前-内閣官房長官記者会見   https://t.co/HaDHaxX3mR  https://t.co/HaDHaxX3mR,2019 January 10 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/HaDHaxX3mR https://t.co/HaDHaxX3mR,28,30,121
2019-01-09,0:33:48,sugawitter,菅 義偉,平成31年1月9日(水)午前-内閣官房長官記者会見   https://t.co/dtkErNTWtm  https://t.co/dtkErNTWtm,2019 January 9 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/dtkErNTWtm https://t.co/dtkErNTWtm,15,25,86
2019-01-07,0:13:40,sugawitter,菅 義偉,平成31年1月7日(月)午前-内閣官房長官記者会見  [冒頭発言] ・経済財政諮問会議の有識者議員等について   https://t.co/3X7nctimRf  https://t.co/3X7nctimRf,2019 January 7 (Monday) morning - Chief Cabinet Secretary press conference About the beginning remarks] · experts lawmakers of the Council on Economic and Fiscal Policy https://t.co/3X7nctimRf https://t.co/3X7nctimRf,16,25,110
2019-01-03,23:55:37,sugawitter,菅 義偉,「全世代型社会保障の実現や働き方改革に全力」官房長官が訓示 【NHK 2019/1/4 11:31】...  https://t.co/0spQcE6Wq8,"Chief Cabinet Secretary ""all-generation social security best to achieve and work styles reform"" is Inspirational [NHK 2019/1/4 11:31] ... https://t.co/0spQcE6Wq8",26,84,247
2019-01-03,15:44:56,sugawitter,菅 義偉,平成31年1月3日(木)午後2-内閣官房長官記者会見  [冒頭発言] ・熊本県熊本地方を震源とする地震について（２）   https://t.co/VwiXbGMi9e  https://t.co/VwiXbGMi9e,"2019, January 03 (Thursday) afternoon 2-Chief Cabinet Secretary press conference [beginning remarks] Kumamoto Prefecture Kumamoto district About Earthquake in (2) https://t.co/VwiXbGMi9e https: // t .co / VwiXbGMi9e",4,21,76
2019-01-03,15:44:37,sugawitter,菅 義偉,平成31年1月3日(木)午後-内閣官房長官記者会見  [冒頭発言] ・熊本県熊本地方を震源とする地震について（１）   https://t.co/5E7SToZwhD  https://t.co/5E7SToZwhD,"2019, January 03 (Thursday) afternoon - Chief Cabinet Secretary press conference [beginning remarks] the Kumamoto Prefecture Kumamoto district for Earthquake in (1) https://t.co/5E7SToZwhD https: // t. co / 5E7SToZwhD",4,28,124
2018-12-28,0:38:21,sugawitter,菅 義偉,平成30年12月28日(金)午前-内閣官房長官記者会見   https://t.co/sWMwhAqie7  https://t.co/sWMwhAqie7,2018 December 28 (Friday) morning - Chief Cabinet Secretary press conference https://t.co/sWMwhAqie7 https://t.co/sWMwhAqie7,27,41,146
2018-12-26,23:58:54,sugawitter,菅 義偉,平成30年12月27日(木)午前-内閣官房長官記者会見   https://t.co/z0qlve6trJ  https://t.co/z0qlve6trJ,2018 December 27 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/z0qlve6trJ https://t.co/z0qlve6trJ,12,33,118
2018-12-26,1:26:30,sugawitter,菅 義偉,ＩＷＣから脱退決定、来年7月に商業捕鯨再開へ＝菅官房長官 【ロイター通信　2018/12/26 12:12 】  菅義偉官房長官は２６日午前の会見で、国際捕鯨委員会（ＩＷＣ）から脱退することを決定し、来年７月から商業捕鯨を再開すると述べた。...  https://t.co/LLnPTG5rAm,"Leave decision from IWC, is commercial whaling to resume = Kan Chief Cabinet Secretary [Reuters 2018/12/26 12:12] Yoshihide Suga Chief Cabinet Secretary in July next year in the 26 days morning conference, from the International Whaling Commission (IWC) decided to leave, it said it would resume commercial whaling from July next year. ... https://t.co/LLnPTG5rAm",151,793,2248
2018-12-26,0:06:31,sugawitter,菅 義偉,平成30年12月26日(水)午前-内閣官房長官記者会見   https://t.co/zx6yXMEMUG  https://t.co/zx6yXMEMUG,2018 December 26 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/zx6yXMEMUG https://t.co/zx6yXMEMUG,8,40,103
2018-12-25,0:03:22,sugawitter,菅 義偉,平成30年12月25日(火)午前-内閣官房長官記者会見   https://t.co/pFwWE4CneZ  https://t.co/pFwWE4CneZ,2018 December 25 (Tuesday) morning - Chief Cabinet Secretary press conference https://t.co/pFwWE4CneZ https://t.co/pFwWE4CneZ,6,22,96
2018-12-21,1:11:40,sugawitter,菅 義偉,平成30年12月21日(金)午前-内閣官房長官記者会見   https://t.co/Imj9tBpxej  https://t.co/Imj9tBpxej,2018 December 21 (Friday) morning - Chief Cabinet Secretary press conference https://t.co/Imj9tBpxej https://t.co/Imj9tBpxej,22,22,99
2018-12-20,1:47:47,sugawitter,菅 義偉,“来年の春闘での賃上げ実現に期待”官房長官 【NHK 2018/12/20 12:14】  菅官房長官は午前の記者会見で、来年10月に消費税率の引き上げが予定される中、経済の回復基調を持続するには個人消費の喚起が重要だとして、来年の春闘での賃上げの実現に期待を示しました。...  https://t.co/NLkEsv7NOF,"The ""wage increases realized the expectations of next year's spring labor offensive"" Chief Cabinet Secretary [NHK 2018/12/20 12:14] Kan Chief Cabinet Secretary at a press conference in the morning, in which are scheduled to increase in the consumption tax rate in October next year, the economy to sustain the recovery as is important evocation of personal consumption, showed the expected to the realization of wage increases in the next year's spring labor offensive. ... https://t.co/NLkEsv7NOF",32,160,327
2018-12-19,23:57:57,sugawitter,菅 義偉,平成30年12月20日(木)午後-内閣官房長官記者会見   https://t.co/ICujAFzOVq  https://t.co/ICujAFzOVq,2018 December 20 (Thursday) afternoon - Chief Cabinet Secretary press conference https://t.co/ICujAFzOVq https://t.co/ICujAFzOVq,2,16,61
2018-12-19,23:56:35,sugawitter,菅 義偉,平成30年12月20日(木)午前-内閣官房長官記者会見   https://t.co/LVQsluvcN8  https://t.co/LVQsluvcN8,2018 December 20 (Thursday) morning - Chief Cabinet Secretary press conference https://t.co/LVQsluvcN8 https://t.co/LVQsluvcN8,0,20,67
2018-12-19,0:23:19,sugawitter,菅 義偉,平成30年12月19日(水)午後-内閣官房長官記者会見   https://t.co/LUdP4SgDKA  https://t.co/LUdP4SgDKA,2018 December 19 (Wednesday) afternoon - Chief Cabinet Secretary press conference https://t.co/LUdP4SgDKA https://t.co/LUdP4SgDKA,3,22,84
2018-12-19,0:21:49,sugawitter,菅 義偉,平成30年12月19日(水)午前-内閣官房長官記者会見   https://t.co/lN6Ujh0HI8  https://t.co/lN6Ujh0HI8,2018 December 19 (Wednesday) morning - Chief Cabinet Secretary press conference https://t.co/lN6Ujh0HI8 https://t.co/lN6Ujh0HI8,0,14,62
2018-12-18,0:55:32,sugawitter,菅 義偉,Ｇ２０大阪サミットにスペイン、シンガポールなど招待　官房長官「関連や貢献を考慮」 【産経新聞 2018/12/18 17:26】...  https://t.co/xM2WOpecci,"G20 Spain to Osaka summit, ""taking into account the related and contributions"" invited Chief Cabinet Secretary and Singapore [Sankei Shimbun 2018/12/18 17:26] ... https://t.co/xM2WOpecci",4,67,155
2018-12-18,0:37:41,sugawitter,菅 義偉,平成30年12月18日(火)午後-内閣官房長官記者会見   https://t.co/lHH2BYjTTn  https://t.co/lHH2BYjTTn,2018 December 18 (Tuesday) afternoon - Chief Cabinet Secretary press conference https://t.co/lHH2BYjTTn https://t.co/lHH2BYjTTn,4,15,49
